,movie,size,mean_ratings,weighted_rating,genre 1,genre 2,genre 3,genre 4,genre 5,genre 6
305,Bullets Over Broadway (1994),455,3.698901098901099,22.63837484855923,Comedy,,,,,
306,Bulworth (1998),664,3.4352409638554215,22.323165034571904,Comedy,,,,,
307,Burnt By the Sun (Utomlyonnye solntsem) (1994),123,4.056910569105691,19.522601571795413,Drama,,,,,
308,But I'm a Cheerleader (1999),184,3.25,16.948541212229205,Comedy,,,,,
309,Butch Cassidy and the Sundance Kid (1969),1419,4.215644820295983,30.595917776442125,Action,Comedy,Western,,,
310,"Butcher Boy, The (1998)",155,3.503225806451613,17.668257022497748,Drama,,,,,
311,"Butcher's Wife, The (1991)",195,2.871794871794872,15.142973091259991,Comedy,Romance,,,,
312,Cabaret (1972),443,3.9029345372460496,23.782803910627628,Musical,War,,,,
313,Cabin Boy (1994),187,2.379679144385027,12.448360077541665,Comedy,,,,,
314,"Cable Guy, The (1996)",385,2.72987012987013,16.25158115412068,Comedy,,,,,
315,Caddyshack (1980),967,3.8469493278179936,26.444693281371514,Comedy,,,,,
316,Can't Hardly Wait (1998),306,3.238562091503268,18.536185738675847,Comedy,Drama,Romance,,,
317,Canadian Bacon (1994),187,2.732620320855615,14.294633707019752,Comedy,War,,,,
318,"Candidate, The (1972)",154,3.7012987012987013,18.64326612581668,Drama,,,,,
319,Candyman (1992),262,2.904580152671756,16.17370292886334,Horror,,,,,
320,Cape Fear (1962),361,3.9224376731301938,23.09875675623091,Film-Noir,Thriller,,,,
321,Cape Fear (1991),687,3.671033478893741,23.980417882073894,Thriller,,,,,
322,Captain Horatio Hornblower (1951),105,3.7523809523809524,17.46343217106728,Action,Adventure,War,,,
323,Carlito's Way (1993),369,3.6910569105691056,21.817086799954463,Crime,Drama,,,,
324,Carnal Knowledge (1971),166,3.6325301204819276,18.56944961674094,Drama,,,,,
325,Carnival of Souls (1962),107,3.4766355140186915,16.24572267682083,Horror,Thriller,,,,
326,Carrie (1976),567,3.6049382716049383,22.856603909734613,Horror,,,,,
327,Casablanca (1942),1669,4.412822049131217,32.7430510112459,Drama,Romance,War,,,
328,Casino (1995),682,3.7932551319648096,24.751102235837298,Drama,Thriller,,,,
329,Casper (1995),259,2.9806949806949805,16.56320951209283,Adventure,Children's,,,,
330,Cat Ballou (1965),280,3.6678571428571427,20.667603294481495,Comedy,Western,,,,
331,Cat People (1982),174,3.1839080459770117,16.425957676809478,Horror,,,,,
332,"Cat from Outer Space, The (1978)",198,2.904040404040404,15.357341124491706,Children's,Comedy,Sci-Fi,,,
333,Cat on a Hot Tin Roof (1958),271,4.047970479704797,22.677211610719674,Drama,,,,,
334,Cat's Eye (1985),162,2.9012345679012346,14.76031035530383,Horror,,,,,
335,"Celebration, The (Festen) (1998)",117,4.3076923076923075,20.513980026821102,Drama,,,,,
336,"Cell, The (2000)",658,3.2613981762917934,21.163881128608104,Sci-Fi,Thriller,,,,
337,"Celluloid Closet, The (1995)",141,4.049645390070922,20.04072267663783,Documentary,,,,,
338,Cemetery Man (Dellamorte Dellamore) (1994),101,3.3564356435643563,15.490355002071158,Comedy,Horror,,,,
339,Center Stage (2000),182,3.302197802197802,17.184659444687657,Drama,,,,,
340,Central Station (Central do Brasil) (1998),215,4.283720930232558,23.006314529793382,Drama,,,,,
341,Chain Reaction (1996),237,2.654008438818565,14.512277758540074,Action,Adventure,Thriller,,,
342,Charade (1963),306,4.183006535947713,23.941793890519765,Comedy,Mystery,Romance,Thriller,,
343,Chariots of Fire (1981),634,3.7965299684542586,24.495397213454893,Drama,,,,,
344,Charlotte's Web (1973),497,3.8229376257545273,23.735052413649086,Animation,Children's,,,,
345,Chasing Amy (1997),966,3.7784679089026914,25.970028980202574,Drama,Romance,,,,
346,Chicken Run (2000),1329,3.8796087283671934,27.902852290989838,Animation,Children's,Comedy,,,
347,Child's Play (1988),239,2.702928870292887,14.802491441622411,Horror,,,,,
348,Child's Play 2 (1990),133,2.112781954887218,10.33224139120536,Horror,,,,,
349,Children of Paradise (Les enfants du paradis) (1945),100,4.19,19.295663079290108,Drama,Romance,,,,
350,Children of a Lesser God (1986),331,3.8277945619335347,22.209317164962957,Drama,,,,,
351,Children of the Corn (1984),233,2.4463519313304722,13.335158448637122,Horror,Thriller,,,,
352,Children of the Damned (1963),136,3.176470588235294,15.604903754690989,Horror,Sci-Fi,Thriller,,,
353,Chinatown (1974),1185,4.339240506329114,30.71096623751307,Film-Noir,Mystery,Thriller,,,
354,Christine (1983),273,3.062271062271062,17.177723153020608,Horror,,,,,
355,"Christmas Carol, A (1938)",194,3.9896907216494846,21.017124820180495,Drama,,,,,
356,"Christmas Story, A (1983)",1352,4.238905325443787,30.559710806650354,Comedy,Drama,,,,
357,Christmas Vacation (1989),515,3.588349514563107,22.406253266847738,Comedy,,,,,
358,Chuck & Buck (2000),121,3.28099173553719,15.7349491454703,Comedy,Drama,,,,
359,Chungking Express (1994),115,3.869565217391304,18.360824322796923,Drama,Mystery,Romance,,,
360,"Cider House Rules, The (1999)",711,3.952180028129395,25.952671628336294,Drama,,,,,
361,Cinderella (1950),577,3.755632582322357,23.87771956936404,Animation,Children's,Musical,,,
362,Cinema Paradiso (1988),615,4.287804878048781,27.53466328488746,Comedy,Drama,Romance,,,
363,Circle of Friends (1995),329,3.547112462006079,20.559268678246774,Drama,Romance,,,,
364,Citizen Kane (1941),1116,4.388888888888889,30.799054738464406,Drama,,,,,
365,Citizen Ruth (1996),219,3.73972602739726,20.153651811505544,Comedy,Drama,,,,
366,City Hall (1996),128,3.0625,14.859342683253827,Drama,Thriller,,,,
367,City Lights (1931),271,4.387453874538745,24.579037926295072,Comedy,Drama,Romance,,,
368,City Slickers II: The Legend of Curly's Gold (1994),392,2.579081632653061,15.400371734765706,Comedy,Western,,,,
369,City of Angels (1998),366,3.289617486338798,19.4174058290034,Romance,,,,,
370,"City of Lost Children, The (1995)",403,4.062034739454094,24.367888714408732,Adventure,Sci-Fi,,,,
371,"Civil Action, A (1998)",612,3.3594771241830066,21.55686531510677,Drama,,,,,
372,"Clan of the Cave Bear, The (1986)",231,2.54978354978355,13.876987149339119,Drama,,,,,
373,Class (1983),129,2.7751937984496124,13.486921246213011,Comedy,,,,,
374,Clay Pigeons (1998),125,3.432,16.570772746421497,Crime,,,,,
375,Clear and Present Danger (1994),1059,3.7261567516525025,25.952981155564828,Action,Adventure,Thriller,,,
376,Clerks (1994),1412,3.946883852691218,28.62581087521984,Comedy,,,,,
377,"Client, The (1994)",515,3.392233009708738,21.181669078562226,Drama,Mystery,Thriller,,,
378,Cliffhanger (1993),686,3.0845481049562684,20.14480621030317,Action,Adventure,Crime,,,
379,Clockers (1995),116,3.2844827586206895,15.613085024237282,Drama,,,,,
380,Clockwatchers (1997),164,3.402439024390244,17.351984553206723,Comedy,,,,,
381,"Clockwork Orange, A (1971)",1229,4.0781122864117165,29.01151181541494,Sci-Fi,,,,,
382,Close Encounters of the Third Kind (1977),1451,4.0144727773949,29.22539495041378,Drama,Sci-Fi,,,,
383,"Close Shave, A (1995)",657,4.52054794520548,29.327886658903033,Animation,Comedy,Thriller,,,
384,Clue (1985),443,3.2483069977426635,19.79378532527077,Comedy,Mystery,,,,
385,Clueless (1995),1362,3.6233480176211454,26.148650012416425,Comedy,Romance,,,,
386,Cocoon (1985),1006,3.5377733598409544,24.459235816101213,Comedy,Sci-Fi,,,,
387,Cocoon: The Return (1988),259,2.528957528957529,14.052982163757518,Comedy,Sci-Fi,,,,
388,Cold Comfort Farm (1995),217,3.7649769585253456,20.255189575311316,Comedy,,,,,
389,"Color Purple, The (1985)",450,3.8555555555555556,23.5545434579915,Drama,,,,,
390,"Color of Money, The (1986)",343,3.4606413994169096,20.20229166409904,Drama,,,,,
391,Color of Night (1994),141,2.652482269503546,13.126497865258404,Drama,Thriller,,,,
392,Coma (1978),144,3.375,16.773119886069,Thriller,,,,,
393,Coming Home (1978),195,3.717948717948718,19.604741948506238,Drama,War,,,,
394,"Commitments, The (1991)",558,3.8315412186379927,24.2320420458266,Comedy,Drama,,,,
395,Communion (1989),120,2.7583333333333333,13.20549805717381,Drama,Sci-Fi,Thriller,,,
396,"Computer Wore Tennis Shoes, The (1970)",128,2.9453125,14.290745386700747,Children's,Comedy,,,,
397,Con Air (1997),954,3.2662473794549265,22.40862473818958,Action,Adventure,Thriller,,,
398,Conan the Barbarian (1982),572,3.4213286713286712,21.722491269458505,Action,Adventure,,,,
399,Condorman (1981),145,2.668965517241379,13.282730747012153,Action,Adventure,Children's,Comedy,,
400,Coneheads (1993),533,2.6060037523452158,16.361850390556018,Comedy,Sci-Fi,,,,
401,Congo (1995),565,2.2389380530973453,14.187760265310175,Action,Adventure,Mystery,Sci-Fi,,
402,Conquest of the Planet of the Apes (1972),358,2.8435754189944134,16.72173905071484,Action,Sci-Fi,,,,
403,Conspiracy Theory (1997),811,3.405672009864365,22.81210402646951,Action,Mystery,Romance,Thriller,,
404,Contact (1997),1382,3.768451519536903,27.250754499665863,Drama,Sci-Fi,,,,
405,"Contender, The (2000)",388,3.7809278350515463,22.53813101347253,Drama,Thriller,,,,
406,"Conversation, The (1974)",453,4.249448123620309,25.989166316898103,Drama,Mystery,,,,
407,"Cook the Thief His Wife & Her Lover, The (1989)",198,3.3484848484848486,17.70768202702261,Drama,,,,,
408,Cookie's Fortune (1999),235,3.608510638297872,19.700972408486155,Mystery,,,,,
409,Cool Hand Luke (1967),930,4.253763440860215,29.07525830408465,Comedy,Drama,,,,
410,Cool Runnings (1993),392,3.239795918367347,19.345669736055836,Comedy,,,,,
411,Cop Land (1997),492,3.3597560975609757,20.82537666333696,Crime,Drama,Mystery,,,
412,Copycat (1995),378,3.3492063492063493,19.877185321837032,Crime,Drama,Thriller,,,
413,"Corrina, Corrina (1994)",257,3.342412451361868,18.54730099970815,Comedy,Drama,Romance,,,
414,"Corruptor, The (1999)",156,3.032051282051282,15.311422380955326,Action,Crime,Drama,Thriller,,
415,Courage Under Fire (1996),441,3.5532879818594103,21.636129976927908,Drama,War,,,,
416,"Cowboy Way, The (1994)",152,2.625,13.187686367221476,Action,Comedy,,,,
417,Coyote Ugly (2000),201,2.7611940298507465,14.643453850610882,Drama,,,,,
418,"Cradle Will Rock, The (1999)",259,3.359073359073359,18.665793103006166,Drama,,,,,
419,"Craft, The (1996)",416,3.0865384615384617,18.613942005229475,Drama,Horror,,,,
420,Crash (1996),141,2.7588652482269502,13.65296168338374,Drama,Thriller,,,,
421,Creature Comforts (1990),274,4.335766423357664,24.337212373682583,Animation,Comedy,,,,
422,"Creature From the Black Lagoon, The (1954)",223,3.2556053811659194,17.60361751605402,Horror,,,,,
423,Creepshow (1982),447,3.1588366890380315,19.27698598566971,Horror,,,,,
424,Creepshow 2 (1987),104,2.5288461538461537,11.744950062251739,Horror,,,,,
425,Crimes and Misdemeanors (1989),460,4.05,24.83146728240672,Comedy,,,,,
426,Crimson Tide (1995),760,3.723684210526316,24.7003831133993,Drama,Thriller,War,,,
427,Crocodile Dundee (1986),912,3.4265350877192984,23.354029571252507,Adventure,Comedy,,,,
428,Crocodile Dundee II (1988),414,2.6280193236714977,15.836092221067494,Adventure,Comedy,,,,
429,Crooklyn (1994),119,3.134453781512605,14.979941705299163,Comedy,,,,,
430,Croupier (1998),235,4.029787234042553,22.00096800806178,Crime,Drama,,,,
431,"Crow, The (1994)",734,3.4455040871934606,22.73518982747426,Action,Romance,Thriller,,,
432,"Crow: City of Angels, The (1996)",135,2.214814814814815,10.864275250022892,Action,Thriller,,,,
433,"Crucible, The (1996)",108,3.185185185185185,14.913455019728996,Drama,,,,,
434,Cruel Intentions (1999),559,3.221824686940966,20.381744545889685,Drama,,,,,
435,Crumb (1994),491,4.063136456211812,25.17699803452152,Documentary,,,,,
436,"Crush, The (1993)",178,2.707865168539326,14.031571186745984,Thriller,,,,,
437,"Crying Game, The (1992)",1229,3.7314890154597236,26.545649079308248,Drama,Romance,War,,,
438,Cube (1997),233,3.467811158798283,18.903171976313672,Sci-Fi,Thriller,,,,
439,Cujo (1983),245,2.730612244897959,15.021803032058868,Horror,Thriller,,,,
440,Cutthroat Island (1995),146,2.458904109589041,12.254210802693786,Action,Adventure,Romance,,,
441,"Cutting Edge, The (1992)",200,3.285,17.4049725491103,Drama,,,,,
442,Cyrano de Bergerac (1990),363,3.884297520661157,22.895614314913054,Action,Drama,Romance,,,
443,D2: The Mighty Ducks (1994),193,2.6321243523316062,13.85205500499317,Children's,Comedy,,,,
444,D3: The Mighty Ducks (1996),142,2.3732394366197185,11.761364214166374,Children's,Comedy,,,,
445,Damien: Omen II (1978),165,2.993939393939394,15.286891297617496,Horror,,,,,
446,Dancer in the Dark (2000),200,3.82,20.2395723402135,Drama,Musical,,,,
447,Dances with Wolves (1990),1451,3.9152308752584424,28.502913083828442,Adventure,Drama,Western,,,
448,Dangerous Beauty (1998),100,3.65,16.808871178856535,Drama,,,,,
449,Dangerous Liaisons (1988),773,3.9715394566623545,26.41184563927993,Drama,Romance,,,,
450,Dangerous Minds (1995),141,3.1134751773049647,15.407841077134865,Drama,,,,,
451,Dante's Peak (1997),321,2.8161993769470404,16.253528895045278,Action,Thriller,,,,
452,Darby O'Gill and the Little People (1959),158,3.2721518987341773,16.565579949841403,Adventure,Children's,Fantasy,,,
453,Dark City (1998),874,3.822654462242563,25.891145921127166,Film-Noir,Sci-Fi,Thriller,,,
454,"Dark Crystal, The (1982)",710,3.652112676056338,23.977087418734776,Children's,Fantasy,Sci-Fi,,,
455,"Dark Half, The (1993)",102,2.7450980392156863,12.696003801172507,Horror,Mystery,,,,
456,Dave (1993),948,3.811181434599156,26.12318862515548,Comedy,Romance,,,,
457,"Day the Earth Stood Still, The (1951)",559,4.141323792486583,26.198633328003673,Drama,Sci-Fi,,,,
458,Daylight (1996),204,2.7058823529411766,14.390207042166702,Action,Adventure,Thriller,,,
459,Days of Heaven (1978),118,3.957627118644068,18.880590844283606,Drama,,,,,
460,Days of Thunder (1990),420,2.807142857142857,16.955857868085882,Action,Romance,,,,
461,"Daytrippers, The (1996)",124,3.7016129032258065,17.842816440425096,Mystery,,,,,
462,Dazed and Confused (1993),643,3.6936236391912907,23.88350500787612,Comedy,,,,,
463,Dead Again (1991),583,3.855917667238422,24.5552054801302,Mystery,Romance,Thriller,,,
464,Dead Calm (1989),497,3.6780684104627768,22.83561884850028,Thriller,,,,,
465,Dead Man (1995),153,3.888888888888889,19.562814138748358,Western,,,,,
466,Dead Man Walking (1995),928,3.9579741379310347,27.044962882029868,Drama,,,,,
467,Dead Man on Campus (1998),130,2.6769230769230767,13.030015298142635,Comedy,,,,,
468,Dead Men Don't Wear Plaid (1982),367,3.2643051771117166,19.27690325332255,Comedy,Crime,Thriller,,,
469,Dead Poets Society (1989),855,4.005847953216374,27.04388600129638,Drama,,,,,
470,Dead Presidents (1995),221,2.8687782805429864,15.48613191295138,Action,Crime,Drama,,,
471,Dead Ringers (1988),189,3.291005291005291,17.250617160672476,Drama,Thriller,,,,
472,"Dead Zone, The (1983)",363,3.7024793388429753,21.823904708683084,Horror,Thriller,,,,
473,Death Becomes Her (1992),339,2.752212389380531,16.03438967606478,Comedy,,,,,
474,Death Wish (1974),220,3.340909090909091,18.0196193025863,Action,Drama,,,,
475,Death and the Maiden (1994),108,3.5,16.38745929493477,Drama,Thriller,,,,
476,Deconstructing Harry (1997),284,3.415492957746479,19.294031728930882,Comedy,Drama,,,,
477,Deep Blue Sea (1999),598,2.8729096989966556,18.36820888844011,Action,Sci-Fi,Thriller,,,
478,"Deep End of the Ocean, The (1999)",169,2.940828402366864,15.08615184211105,Drama,,,,,
479,Deep Impact (1998),895,3.166480446927374,21.52200940512954,Action,Drama,Sci-Fi,Thriller,,
480,Deep Rising (1998),227,2.73568281938326,14.84094255883679,Action,Horror,Sci-Fi,,,
481,"Deer Hunter, The (1978)",700,4.11,26.924940177028393,Drama,War,,,,
482,Defending Your Life (1991),446,3.681614349775785,22.459021791966247,Comedy,Romance,,,,
483,Delicatessen (1991),368,4.002717391304348,23.64838632587727,Comedy,Sci-Fi,,,,
484,Deliverance (1972),729,3.9410150891632374,25.977885640687074,Adventure,Thriller,,,,
485,Demolition Man (1993),640,2.9921875,19.33392430893339,Action,Sci-Fi,,,,
486,Desperado (1995),540,3.4574074074074073,21.752517747324784,Action,Romance,Thriller,,,
487,Desperate Measures (1998),111,2.7117117117117115,12.77088820355867,Crime,Drama,Thriller,,,
488,Desperately Seeking Susan (1985),840,2.954761904761905,19.89559939945277,Comedy,Romance,,,,
489,Detroit Rock City (1999),246,3.032520325203252,16.69502977969733,Comedy,,,,,
490,Deuce Bigalow: Male Gigolo (1999),308,2.762987012987013,15.832191283475687,Comedy,,,,,
491,Devil in a Blue Dress (1995),379,3.5672823218997363,21.180867940030186,Crime,Film-Noir,Mystery,Thriller,,
492,"Devil's Advocate, The (1997)",826,3.4358353510895885,23.07711376180694,Crime,Horror,Mystery,Thriller,,
493,"Devil's Own, The (1997)",288,2.857638888888889,16.182696094277375,Action,Drama,Thriller,War,,
494,Dial M for Murder (1954),379,4.079155672823219,24.220134493555225,Mystery,Thriller,,,,
495,Dick (1999),430,3.3511627906976744,20.320731362136844,Comedy,,,,,
496,Dick Tracy (1990),624,2.6826923076923075,17.266211084375676,Action,Crime,,,,
497,Die Hard (1988),1666,4.121848739495798,30.57661927350831,Action,Thriller,,,,
498,Die Hard 2 (1990),1135,3.541850220264317,24.91474843899588,Action,Thriller,,,,
499,Die Hard: With a Vengeance (1995),825,3.561212121212121,23.914904714001565,Action,Thriller,,,,
500,Diner (1982),839,3.9225268176400476,26.407277038121066,Comedy,Drama,,,,
501,Dinosaur (2000),345,3.217391304347826,18.800968993926986,Animation,Children's,,,,
502,Dirty Dancing (1987),687,3.3114992721979624,21.6318202544481,Musical,Romance,,,,
503,"Dirty Dozen, The (1967)",707,4.0042432814710045,26.271962963441585,Action,War,,,,
504,Dirty Work (1998),135,3.0074074074074075,14.752159704044463,Comedy,,,,,
505,Disclosure (1994),254,3.173228346456693,17.571226059909215,Drama,Thriller,,,,
506,"Distinguished Gentleman, The (1992)",130,3.0153846153846153,14.67748849675837,Comedy,,,,,
507,Disturbing Behavior (1998),161,2.68944099378882,13.666137205206661,Horror,Thriller,,,,
508,Diva (1981),257,4.054474708171206,22.498588639925366,Action,Drama,Mystery,Romance,Thriller,
509,Do the Right Thing (1989),781,3.880921895006402,25.849171932348387,Comedy,Drama,,,,
510,Doctor Dolittle (1967),238,3.2016806722689077,17.520463249317917,Adventure,Musical,,,,
